ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5487857,Source2,2,2024-08-01 17:14:11.471356,2024-08-01 19:41:11.471356,35.62794,-97.471309,,-97.455523,0.354,Administration hit be seek.,Good Row,Oklahoma City,New Rhondaland,OK,74832,US,US/Eastern,KBek,2024-08-01 16:50:11.471356,68.3,0.0,46.8,29.06,6.9,W,11.5,,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6223611,Source1,2,2021-04-04 22:56:56.004681,2021-04-05 00:10:56.004681,47.634137,-122.307047,,-122.304942,0.904,Whether reach author image development room.,Bradley Land,Seattle,Robertborough,WA,51770,US,US/Eastern,KaGC,2021-04-04 22:49:56.004681,64.5,,,30.54,7.1,South,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1775115,Source2,2,2022-04-29 01:35:08.251964,2022-04-29 05:07:08.251964,33.798465,-84.27995,,-84.275735,3.557,Box take hospital from friend the.,Morris Glens,Atlanta,Kylefort,GA,11385,US,US/Eastern,KOHo,2022-04-29 01:24:08.251964,80.0,,80.5,29.73,6.0,Variable,2.2,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-8290595,Source2,3,2021-05-05 01:03:42.644075,2021-05-05 02:13:42.644075,27.979135,-82.44268,,,0.527,Step trip talk moment outside operation.,Robert Mill,Tampa,Diazland,FL,73064,US,US/Eastern,KGku,2021-05-05 00:55:42.644075,75.0,0.0,98.0,30.41,5.4,,,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-9787200,Source1,3,2020-02-19 01:13:54.098294,2020-02-19 02:53:54.098294,30.316082,-81.536078,,,0.065,According still simple.,Schneider Forges,Jacksonville,Port Laura,FL,10144,US,US/Eastern,KRph,2020-02-19 01:03:54.098294,76.2,0.0,64.6,28.26,8.1,VAR,2.6,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-7620328,Source2,2,2022-08-04 06:27:24.610967,2022-08-04 06:39:24.610967,32.761083,-96.804802,32.75452,-96.796622,3.552,Adult small less attention finish.,Nicholas Club,Dallas,North Michael,TX,91614,US,US/Eastern,KULL,2022-08-04 06:02:24.610967,29.0,22.21558226821062,73.5,30.09,5.6,Variable,,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9319414,Source1,3,2024-08-05 09:03:02.838967,2024-08-05 10:16:02.838967,36.136867,-86.597116,,,0.448,While risk fire church it send enjoy.,Banks Rapids,Nashville,East Rebecca,TN,93328,US,US/Eastern,KJxK,2024-08-05 08:54:02.838967,43.8,0.0,89.5,31.72,8.0,CALM,0.2,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9612703,Source1,2,2019-09-08 11:33:54.309494,2019-09-08 13:50:54.309494,29.930804,-95.355859,29.935018,,3.001,Explain box live morning listen same idea try.,Morrison Glen,Houston,Hobbshaven,TX,99422,US,US/Eastern,KyeK,2019-09-08 11:09:54.309494,30.3,25.06241591620006,77.4,29.95,10.6,N,7.4,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7105877,Source1,2,2019-11-10 08:14:39.004337,2019-11-10 09:46:39.004337,29.764841,-95.355474,,-95.367547,0.053,Central company memory listen policy save glass decision.,Jody Oval,Houston,Davidhaven,TX,58036,US,US/Eastern,KXxF,2019-11-10 07:52:39.004337,74.4,,102.3,29.7,10.4,SSE,13.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-1321900,Source2,2,2019-09-09 17:27:00.472668,2019-09-09 18:36:00.472668,30.47143,-91.207395,,-91.208139,1.325,Work special billion line threat.,Bolton Causeway,Baton Rouge,Hansonmouth,LA,76256,US,US/Eastern,KNYX,2019-09-09 17:05:00.472668,73.7,,105.6,30.74,,NNE,13.9,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8271548,Source1,3,2021-09-06 00:55:49.779608,2021-09-06 03:14:49.779608,47.667601,-122.27321,,,3.5,Technology customer drug long family compare score.,Smith Fords,Seattle,New Denise,WA,28824,US,US/Eastern,KHQV,2021-09-06 00:40:49.779608,65.1,0.0,90.7,30.73,5.6,NNE,8.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3949668,Source2,2,2022-11-28 13:03:41.841587,2022-11-28 14:20:41.841587,25.846773,-80.325248,,-80.330624,0.692,Fish pass above do treat great.,Nicole Lodge,Miami,West Erikamouth,FL,74275,US,US/Eastern,KGxc,2022-11-28 12:39:41.841587,105.0,0.0,23.8,28.45,7.2,WSW,11.7,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9987095,Source2,2,2018-12-30 14:54:55.916110,2018-12-30 16:37:55.916110,30.313173,-97.717915,,,1.883,Cause television ago strong perhaps statement.,Colleen Valley,Austin,East Brianna,TX,45967,US,US/Eastern,KrKO,2018-12-30 14:49:55.916110,59.9,0.0,63.9,29.02,7.6,East,7.7,0.08,Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-96632,Source1,2,2025-07-01 02:35:43.888302,2025-07-01 05:57:43.888302,34.146401,-118.176208,34.147622,-118.178325,1.519,Experience church nature party student.,Dawn Roads,Los Angeles,South Charles,CA,46237,US,US/Eastern,KKUi,2025-07-01 02:30:43.888302,75.4,0.0,41.7,29.87,6.0,SW,2.6,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7161089,Source1,2,2023-06-19 11:20:15.945159,2023-06-19 11:39:15.945159,33.870799,-84.358966,33.877332,-84.343679,1.304,Become baby cultural to.,Young Spur,Atlanta,Port Maryland,GA,13804,US,US/Eastern,KnRh,2023-06-19 11:15:15.945159,43.3,0.0,47.4,29.26,5.9,CALM,3.1,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-566532,Source1,3,2023-10-29 20:53:30.134144,2023-10-29 23:07:30.134144,32.784496,-96.810745,32.7793,,2.877,Year physical spend coach production certain.,Sandra Walks,Dallas,Nicholasport,TX,22292,US,US/Eastern,Kfyy,2023-10-29 20:48:30.134144,60.5,0.0,67.5,28.72,12.2,NW,22.1,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1722730,Source2,2,2020-08-17 03:09:58.192597,2020-08-17 04:52:58.192597,30.451375,-97.869429,,-97.861179,1.259,Training ok face opportunity term be.,Jeremy Falls,Austin,Chaneymouth,TX,01099,US,US/Eastern,KzVS,2020-08-17 02:48:58.192597,97.9,0.0,73.9,28.34,7.3,CALM,4.8,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-222885,Source2,2,2018-10-09 02:02:21.501086,2018-10-09 02:23:21.501086,32.824165,-96.846366,32.826535,-96.83884,1.253,Building call theory if car reveal however.,Frost Mountain,Dallas,West Susan,TX,94081,US,US/Eastern,KkXW,2018-10-09 01:50:21.501086,70.4,0.0,78.7,,12.9,NNE,11.0,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5998247,Source1,2,2024-04-03 14:04:38.758979,2024-04-03 15:43:38.758979,33.754132,-84.253831,33.748659,-84.243027,3.932,Law nothing son amount point the example.,Cunningham Crossroad,Atlanta,West Amanda,GA,63867,US,US/Eastern,KXVa,2024-04-03 13:55:38.758979,59.7,0.0,71.0,28.92,8.9,NNW,4.9,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744833,Source1,2,2024-01-21 03:11:24.052403,2024-01-21 06:02:24.052403,29.897498,-95.57229,29.887644,-95.562531,3.163,Hard room animal color training.,Amy Gardens,Houston,West Stefanie,TX,62960,US,US/Eastern,KrPD,2024-01-21 02:44:24.052403,76.7,0.0,62.0,29.36,14.0,SE,16.4,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-160886,Source2,2,2020-02-19 02:29:07.230951,2020-02-19 02:56:07.230951,32.866583,-96.792525,,,1.082,Letter pay our expert.,Shelton Road,Dallas,West Davidton,TX,40839,US,US/Eastern,KxGF,2020-02-19 02:22:07.230951,75.5,0.0,60.2,28.18,7.9,S,1.4,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-5734494,Source2,2,2025-02-14 15:47:23.581878,2025-02-14 19:04:23.581878,28.593951,-81.408212,28.593547,-81.421296,0.514,Type work change compare home while society.,Whitney Unions,Orlando,East Evanhaven,FL,52746,US,US/Eastern,KlZc,2025-02-14 15:20:23.581878,75.2,0.0,66.0,28.83,8.9,NW,10.5,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6981606,Source1,2,2020-07-09 15:40:18.041172,2020-07-09 19:21:18.041172,28.487643,-81.507575,,,0.449,Finish official serious worker real certain event process.,Mark Course,Orlando,Hayesbury,FL,15792,US,US/Eastern,KJcJ,2020-07-09 15:24:18.041172,48.1,41.68329726273716,47.7,29.04,12.1,SE,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2294637,Source2,2,2023-07-19 05:54:39.077897,2023-07-19 06:10:39.077897,35.110083,-80.761894,35.117338,-80.768694,1.25,Thus born cover federal.,Peterson Village,Charlotte,New Josemouth,NC,21763,US,US/Eastern,KnBx,2023-07-19 05:49:39.077897,65.4,,36.1,30.24,8.2,ESE,,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2608496,Source1,2,2025-07-19 17:24:27.652743,2025-07-19 20:03:27.652743,25.728215,-80.262195,25.730357,-80.261376,0.062,Study various me entire country dog.,Davies Shores,Miami,Marissamouth,FL,22504,US,US/Eastern,KqvY,2025-07-19 17:06:27.652743,78.4,,71.3,31.11,8.8,SSW,7.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2739168,Source2,2,2024-04-07 22:19:14.100163,2024-04-07 22:38:14.100163,35.161992,-80.952609,35.158045,-80.953037,0.951,Improve power do law.,Daniels Row,Charlotte,New Christopher,NC,90464,US,US/Eastern,Kpuk,2024-04-07 22:10:14.100163,63.8,0.0,69.7,30.1,7.2,W,6.7,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5266358,Source1,3,2021-05-23 01:10:04.971104,2021-05-23 01:34:04.971104,29.797148,-95.297842,29.801337,-95.292015,2.934,Position similar fear its learn campaign.,Reed Pass,Houston,West Lisa,TX,22239,US,US/Eastern,KNGw,2021-05-23 00:55:04.971104,77.9,0.0,50.5,30.42,9.0,WNW,13.3,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2078919,Source2,3,2024-06-26 10:08:54.895311,2024-06-26 11:55:54.895311,30.187876,-97.756942,,-97.759784,0.396,Thank impact I watch laugh somebody yet.,Andrea Estate,Austin,Michaelmouth,TX,84556,US,US/Eastern,KRli,2024-06-26 09:49:54.895311,57.1,0.0,58.9,29.85,6.9,N,1.2,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7172305,Source2,2,2019-05-14 02:17:24.839345,2019-05-14 06:02:24.839345,35.267282,-80.829127,35.270791,-80.825147,2.656,Include performance during able but long.,Amanda Parks,Charlotte,Normanberg,NC,19229,US,US/Eastern,KQnT,2019-05-14 02:09:24.839345,79.1,0.0,54.1,28.45,4.1,W,9.4,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1543799,Source2,2,2019-07-25 23:32:37.722904,2019-07-26 00:01:37.722904,30.190628,-81.779866,,-81.773193,1.149,Data myself move reality.,Dillon Station,Jacksonville,New Mackenzieton,FL,14821,US,US/Eastern,KNwf,,42.6,30.96547545399467,83.9,28.63,10.4,E,16.6,0.0,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1788066,Source1,1,2023-08-08 13:42:38.515068,2023-08-08 16:24:38.515068,29.569098,-98.427037,,-98.438625,1.918,For door general.,Warren Place,San Antonio,Krystalside,TX,74169,US,US/Eastern,KARc,2023-08-08 13:23:38.515068,39.2,34.3833544590282,,30.08,8.0,Calm,6.8,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8214152,Source2,2,2021-12-04 14:54:15.744082,2021-12-04 15:27:15.744082,33.995955,-118.410445,33.996056,-118.414813,2.241,Policy with project force.,Oliver Groves,Los Angeles,Port Kristenburgh,CA,96802,US,US/Eastern,KdWe,2021-12-04 14:25:15.744082,79.9,0.0,78.1,30.67,6.9,W,9.1,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6340922,Source1,2,2023-12-27 10:43:45.200063,2023-12-27 11:54:45.200063,36.064465,-86.690204,,,0.438,Someone rest time she go medical tend.,Caitlin Plain,Nashville,Davisberg,TN,75499,US,US/Eastern,KCzs,2023-12-27 10:31:45.200063,51.1,0.0,45.5,27.76,10.4,WNW,5.8,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3943761,Source1,2,2025-08-05 01:12:47.941411,2025-08-05 02:14:47.941411,35.788409,-78.657665,,-78.661371,1.921,Level necessary method all different itself view they.,Rubio Points,Raleigh,Ellisonfort,NC,86358,US,US/Eastern,KNWK,2025-08-05 00:51:47.941411,90.4,0.0,139.0,30.37,7.3,N,5.4,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4694238,Source2,2,2020-05-31 04:17:35.688808,2020-05-31 08:07:35.688808,39.754034,-86.258604,39.760191,,2.368,Best ok more common stage total.,Sean Plaza,Indianapolis,Ryanton,IN,97604,US,US/Eastern,KIkk,2020-05-31 04:10:35.688808,64.3,0.0,99.7,30.18,12.1,WNW,10.7,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-8560987,Source1,2,2025-05-12 23:57:40.283248,2025-05-13 02:14:40.283248,35.382773,-80.814165,35.381395,-80.813095,0.039,Dinner relationship edge.,Heather Burgs,Charlotte,South Angelica,NC,84336,US,US/Eastern,KGqQ,2025-05-12 23:46:40.283248,68.2,0.0,32.7,31.52,5.3,South,6.9,0.11,Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5005260,Source1,2,2020-04-17 04:55:31.703721,2020-04-17 05:52:31.703721,35.31027,-80.877001,35.310131,-80.872295,0.583,General other always vote.,Case Summit,Charlotte,West Sarah,NC,89180,US,US/Eastern,KjQg,2020-04-17 04:33:31.703721,42.8,0.0,66.3,28.9,10.9,,3.5,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-6766827,Source1,2,2022-02-15 03:57:30.042049,2022-02-15 05:09:30.042049,30.447386,-91.221758,30.44675,-91.214029,2.315,Food effort our young.,Brian Circles,Baton Rouge,East Anthonyview,LA,88047,US,US/Eastern,KplK,2022-02-15 03:33:30.042049,82.3,0.0,68.9,29.41,5.4,Calm,6.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-617010,Source1,2,2018-04-25 08:42:57.392833,2018-04-25 12:06:57.392833,30.22548,-97.718036,30.241157,-97.718427,0.364,Price week century worker place.,Miller Passage,Austin,North Kyle,TX,16358,US,US/Eastern,KmAb,2018-04-25 08:15:57.392833,47.7,,52.9,30.1,8.2,SSE,6.4,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3401301,Source3,2,2023-01-20 15:45:50.420755,2023-01-20 17:10:50.420755,25.791692,-80.20004,25.802756,-80.20551,0.671,Fine compare light what same.,Zuniga Glen,Miami,North Brookefort,FL,35142,US,US/Eastern,KWte,2023-01-20 15:22:50.420755,71.7,0.0,79.4,29.66,12.2,South,13.6,0.0,,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-451044,Source1,2,2018-11-14 15:22:10.377922,2018-11-14 15:36:10.377922,29.745677,-95.565601,,,1.02,Performance through stand try.,Shields Via,Houston,Lake Katherine,TX,93381,US,US/Eastern,KMAi,2018-11-14 14:54:10.377922,30.5,0.0,94.6,31.49,9.0,ESE,,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3843404,Source1,2,2024-04-24 10:04:45.187547,2024-04-24 12:20:45.187547,35.83235,-78.613738,35.832733,-78.611801,2.436,Consider want relationship share without establish.,Lawrence Court,Raleigh,South Cindyview,NC,31554,US,US/Eastern,KYUi,2024-04-24 09:36:45.187547,77.5,0.0,72.2,29.52,9.0,ESE,10.6,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8435798,Source1,2,2018-12-03 01:08:14.823515,2018-12-03 04:29:14.823515,29.786676,-95.528134,29.769092,-95.523133,0.129,Case could kitchen.,Anthony Streets,Houston,Port Dominicburgh,TX,36603,US,US/Eastern,KrpL,2018-12-03 00:52:14.823515,51.1,0.0,56.0,30.7,8.1,SSW,4.3,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1992094,Source1,3,2020-12-05 01:23:19.702820,2020-12-05 04:10:19.702820,30.237656,-81.532024,30.228404,-81.522398,3.966,Least same rest from son.,Carla Common,Jacksonville,Jillside,FL,81612,US,US/Eastern,KefT,2020-12-05 01:08:19.702820,79.1,,61.5,29.88,6.3,CALM,15.6,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-1101093,Source1,2,2020-09-30 09:34:05.985444,2020-09-30 10:44:05.985444,32.661693,-96.802603,32.66646,,0.436,Probably environmental hand claim social.,Douglas Isle,Dallas,Port Kristenburgh,TX,18952,US,US/Eastern,KRaU,2020-09-30 09:11:05.985444,67.8,0.0,115.1,28.63,12.7,SSE,12.5,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3764508,Source1,2,2022-10-17 11:18:54.273341,2022-10-17 13:57:54.273341,35.508147,-97.577793,35.504618,,1.433,Eat machine trade treat behavior than instead.,Peter Villages,Oklahoma City,Rowetown,OK,79660,US,US/Eastern,KxTs,2022-10-17 11:03:54.273341,52.2,0.0,51.4,30.34,10.0,WNW,7.3,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-936446,Source2,2,2025-08-04 19:04:21.708835,2025-08-04 20:03:21.708835,29.870212,-95.303828,29.862538,-95.308551,1.362,Popular yard still even firm relationship.,Adriana Curve,Houston,Nathanmouth,TX,74363,US,US/Eastern,KVDf,2025-08-04 18:59:21.708835,57.3,0.0,31.2,29.13,9.0,Calm,4.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-5993321,Source1,2,2025-04-04 18:46:43.270031,2025-04-04 19:39:43.270031,30.386675,-97.81879,,-97.822132,2.733,Head push ahead understand meeting check list.,Martinez Passage,Austin,East Melissa,TX,59879,US,US/Eastern,KPTI,2025-04-04 18:25:43.270031,65.9,0.0,39.2,30.07,11.1,E,6.8,,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3281830,Source2,2,2024-02-13 11:51:45.092949,2024-02-13 15:22:45.092949,25.848312,-80.217063,25.832116,,1.439,News able federal anyone bag mind.,Heather Glen,Miami,New Brendan,FL,61713,US,US/Eastern,KDuM,2024-02-13 11:25:45.092949,27.0,0.0,53.7,28.67,13.1,SW,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8944185,Source2,2,2023-10-05 23:38:03.657208,2023-10-06 02:14:03.657208,32.829292,-96.780087,,-96.783784,1.484,During piece seven gun meet.,Christopher Lodge,Dallas,Lake Brandonstad,TX,90836,US,US/Eastern,KBLY,2023-10-05 23:20:03.657208,72.6,0.0,107.2,28.57,6.6,West,9.5,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-9138647,Source1,2,2025-09-04 15:17:36.305745,2025-09-04 15:37:36.305745,29.658953,-95.571638,29.661255,,3.672,However even now way.,Philip Green,Houston,Hardingstad,TX,78913,US,US/Eastern,KLVw,2025-09-04 15:02:36.305745,68.3,0.0,74.0,30.13,12.2,WNW,3.4,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8010792,Source2,2,2026-02-25 10:40:20.395641,2026-02-25 12:12:20.395641,33.973036,-118.289237,33.970194,,0.018,Majority your election conference generation wait.,Marvin Motorway,Los Angeles,West Stephentown,CA,85334,US,US/Eastern,Khmb,2026-02-25 10:20:20.395641,78.7,0.0,-8.7,30.45,7.9,NNW,6.5,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8951453,Source1,2,2022-09-05 14:54:39.237561,2022-09-05 17:46:39.237561,45.051316,-93.338525,,,1.555,Two they glass value artist man.,Kimberly Mount,Minneapolis,Port Annaburgh,MN,84728,US,US/Eastern,KJRy,2022-09-05 14:38:39.237561,48.5,43.28856721060192,74.2,30.11,2.9,SE,7.5,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6164110,Source1,2,2022-07-08 21:59:25.885720,2022-07-09 01:28:25.885720,33.668237,-84.448853,33.672839,-84.450041,0.921,Suddenly mind matter really key some class successful.,Gonzales Rapid,Atlanta,Adamhaven,GA,28822,US,US/Eastern,KvKf,2022-07-08 21:46:25.885720,44.5,38.882898322434244,54.1,30.84,10.6,E,8.0,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-7545433,Source1,2,2024-02-01 18:34:41.514896,2024-02-01 20:44:41.514896,29.812117,-95.462473,,-95.467011,2.236,Boy admit book.,Richard Neck,Houston,Pachecoton,TX,66911,US,US/Eastern,KWbl,2024-02-01 18:27:41.514896,80.5,,114.0,30.13,5.5,NE,9.5,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-315109,Source2,2,2022-06-19 08:36:04.932172,2022-06-19 10:40:04.932172,28.00905,-82.377039,,,2.232,Property election stand.,Jessica Vista,Tampa,Thompsonport,FL,24267,US,US/Eastern,KYJb,2022-06-19 08:12:04.932172,60.7,0.0,41.3,28.86,7.5,NNW,4.7,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3887109,Source1,3,2021-07-14 11:16:58.403073,2021-07-14 13:50:58.403073,44.987271,-93.117232,44.985666,-93.11648,1.893,Item of shake suffer leader now agent.,Moss Haven,Saint Paul,Matthewsfort,MN,48168,US,US/Eastern,KGhm,2021-07-14 11:09:58.403073,59.9,,68.3,28.41,10.9,NNW,8.7,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7677856,Source1,2,2021-03-25 01:27:19.394201,2021-03-25 02:25:19.394201,33.841165,-84.383899,33.844181,-84.391122,0.103,Tonight wonder across lawyer be.,Jennifer Lodge,Atlanta,Port Mary,GA,47807,US,US/Eastern,Kvjz,2021-03-25 01:17:19.394201,47.5,42.676317744535964,78.8,28.67,11.1,N,6.9,,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3068367,Source2,2,2023-03-01 18:44:47.494498,2023-03-01 19:54:47.494498,34.082422,-118.330708,34.087767,-118.343561,1.336,Indicate several night a four behind.,Harper Loaf,Los Angeles,West Rebecca,CA,40592,US,US/Eastern,KseD,2023-03-01 18:26:47.494498,72.9,,,27.7,11.3,Calm,9.1,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7554797,Source3,2,2025-02-10 17:20:51.721605,2025-02-10 19:50:51.721605,33.623447,-84.439923,33.62752,,1.446,Use little because discussion mention contain.,Justin Place,Atlanta,Manningport,GA,49844,US,US/Eastern,KLuh,2025-02-10 16:58:51.721605,61.9,0.0,49.4,30.7,11.6,N,6.4,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1963113,Source2,2,2025-09-06 16:27:25.179608,2025-09-06 19:00:25.179608,32.842873,-96.783662,32.845442,-96.77942,0.262,Security task two rule blood degree religious.,Weaver Rapids,Dallas,South Patriciaburgh,TX,87996,US,US/Eastern,KXPf,2025-09-06 16:12:25.179608,39.9,0.0,101.0,30.59,5.7,E,0.0,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5413199,Source3,2,2020-05-03 15:06:35.505826,2020-05-03 18:24:35.505826,29.613083,-95.543124,29.626521,-95.544385,1.333,Develop strong American generation.,Khan Manor,Houston,Lake Eric,TX,76534,US,US/Eastern,KueY,2020-05-03 14:46:35.505826,58.9,0.0,86.1,29.42,10.1,SW,8.4,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9983447,Source2,2,2025-09-09 11:12:16.143663,2025-09-09 13:43:16.143663,28.485109,-81.387718,,-81.391086,0.496,Alone high firm move.,Lopez Prairie,Orlando,Weavermouth,FL,32509,US,US/Eastern,Kwvd,2025-09-09 10:55:16.143663,45.8,0.0,50.8,29.39,9.3,WSW,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1799039,Source1,2,2022-05-24 04:26:53.297505,2022-05-24 05:33:53.297505,36.159862,-86.669978,,-86.660315,1.085,Court ground mouth either but style anyone number.,Craig Park,Nashville,North Heidi,TN,23476,US,US/Eastern,KVYj,2022-05-24 04:07:53.297505,60.3,0.0,103.9,29.86,8.1,S,3.4,0.0,,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4616850,Source1,2,2025-02-16 23:01:16.604693,2025-02-17 00:18:16.604693,25.936645,-80.330509,,-80.344073,3.83,Development discuss size design choose form.,Lopez Lodge,Miami,Porterfort,FL,09858,US,US/Eastern,KWIz,2025-02-16 22:33:16.604693,,0.0,80.7,30.42,11.8,ESE,,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2853812,Source2,2,2020-04-13 07:21:16.591269,2020-04-13 07:54:16.591269,25.716808,-80.162573,25.730005,-80.171036,1.403,Statement identify summer there treatment.,Lisa Corner,Miami,Stephanieburgh,FL,80468,US,US/Eastern,Kibc,2020-04-13 06:53:16.591269,69.6,0.0,38.0,30.37,6.6,Calm,19.7,,Fog,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
